frame,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16
0,0.6879128,0.109028965,0.30718237,0,0,0.06024819,0.6919802,0.08821937,0.20365001,0.42588553,0.08049495,0.53219247,0.67427087,0.082717,0.89392304,0.20613787,0.17779256,0.9871602,0.77079946,0.189596,0.9914689,0.06947724,0.3611582,0.90654683,0.9112479,0.34314555,0.95120496,0.050402846,0.4948757,0.74112177,0.6616172,0.36948347,0.8467806,0.2788136,0.4849133,0.9975224,0.6540213,0.48936048,0.9981254,0.29519334,0.7049327,0.99561876,0.6503483,0.7179589,0.9968971,0.31940427,0.9179559,0.9739009,0.6365487,0.9398916,0.9786228
1,0.6609219,0.10377085,0.22560385,0,0,0.046896935,0,0,0.13298354,0.42862725,0.07933721,0.5774591,0.6841112,0.08133479,0.8608145,0.21889427,0.17742649,0.9859044,0.78737557,0.18925515,0.9905296,0.06597669,0.3557601,0.90566444,0.91515946,0.34405553,0.94955724,0.052135494,0.48603627,0.73456234,0.67403114,0.37610233,0.8364335,0.27655432,0.4835092,0.9977568,0.65294296,0.48722377,0.99830866,0.29341948,0.7087287,0.9959656,0.64001775,0.7198577,0.99718636,0.31590557,0.92426723,0.9753144,0.6339748,0.9454156,0.98018354
2,0.67684835,0.091830984,0.23811688,0,0,0.050214544,0,0,0.12640661,0.44063088,0.06914017,0.57900584,0.69514793,0.077122144,0.8703871,0.24462548,0.17431016,0.98819387,0.80596703,0.18988879,0.99176615,0.1048559,0.34748068,0.9268663,0.90547407,0.33875394,0.9539637,0.05469373,0.4681683,0.79068255,0.641492,0.36239266,0.85386837,0.2646606,0.48051518,0.99820316,0.63597876,0.48455307,0.9985543,0.26436827,0.7142966,0.997936,0.6089777,0.7218675,0.9984236,0.28225762,0.93279827,0.9867883,0.57337546,0.93850833,0.98889285
3,0.6876788,0.09494875,0.25832078,0,0,0.058792442,0,0,0.13035984,0.4545559,0.07457473,0.64473027,0.70991385,0.08124415,0.88047993,0.27152857,0.17896585,0.9913067,0.8214968,0.1914654,0.99233013,0.12654322,0.3471071,0.94082505,0.9154196,0.3339883,0.95095867,0.07504486,0.46470365,0.8119732,0.66269,0.35140783,0.84460264,0.30110437,0.4725257,0.9983565,0.66315955,0.47413692,0.9985203,0.32424837,0.703208,0.9979482,0.6474238,0.6990973,0.9982494,0.34403554,0.9194843,0.9856446,0.60528135,0.9047729,0.987234
4,0,0,0.19905086,0,0,0.042241678,0,0,0.100134484,0.43594322,0.07430557,0.59317935,0.70238703,0.07944471,0.86651933,0.2664285,0.17834717,0.9881594,0.8155258,0.18771428,0.99005073,0.12422656,0.35488003,0.9222877,0.92331433,0.33378488,0.9412018,0.07804813,0.4775271,0.767188,0.678912,0.34952408,0.8200913,0.3242271,0.4709129,0.99785656,0.68429965,0.47088698,0.9981407,0.3598759,0.701099,0.99746895,0.66811866,0.68882906,0.9979255,0.3851232,0.9203884,0.98297554,0.6234834,0.8928212,0.98545086
5,0,0,0.16746038,0,0,0.031170385,0,0,0.087115325,0.4214007,0.073385164,0.52135724,0.68887013,0.075986736,0.860973,0.26168782,0.1806409,0.98421407,0.7983603,0.1839952,0.9879659,0.123257056,0.3572835,0.9020286,0.9273378,0.32842892,0.9366733,0.1005621,0.47877872,0.72950035,0.68184227,0.35740992,0.81445414,0.34827656,0.4800562,0.9968156,0.69866604,0.47677705,0.9974281,0.40461758,0.71091646,0.9957268,0.69393444,0.68430686,0.9967344,0.45756584,0.9274885,0.97038347,0.6708914,0.8797095,0.97616947
6,0,0,0.11802888,0,0,0.049180422,0,0,0.0232829,0.37938753,0.07448308,0.8688174,0.64152735,0.07444963,0.7461115,0.23237695,0.1772906,0.997026,0.7976711,0.17880341,0.9916466,0.07973415,0.3435761,0.9859265,0.9235556,0.3269452,0.9312547,0.066692226,0.4882183,0.93281513,0.64762634,0.37616146,0.8150656,0.32576746,0.47985008,0.9994191,0.7003435,0.47572848,0.9989807,0.38232428,0.7165045,0.9985967,0.66268224,0.6820536,0.99757046,0.44074792,0.94836897,0.9841278,0.6868331,0.8788951,0.9791788
7,0,0,0.12338569,0,0,0.039688114,0,0,0.03525099,0.37107486,0.08310017,0.8312415,0.6254105,0.08265082,0.82504946,0.22060025,0.18579617,0.9959602,0.7905458,0.18731172,0.99293196,0.08776885,0.36429214,0.9750206,0.9350661,0.3428559,0.9484746,0.0770242,0.5122527,0.88874584,0.6576962,0.39057615,0.84241426,0.3421007,0.49105972,0.9993105,0.7148521,0.4881377,0.99915075,0.42869604,0.73110926,0.99835676,0.69489324,0.70779437,0.998151,0.47591203,0.9585205,0.982758,0.7079852,0.91418016,0.9826833
8,0,0,0.09977205,0,0,0.031211253,0,0,0.026793255,0.36703822,0.08298376,0.827678,0.6194634,0.08372114,0.80332017,0.21527722,0.18485925,0.9953231,0.78148186,0.18883795,0.9928532,0.079767205,0.36689174,0.97315717,0.9233989,0.3458419,0.95360047,0.061187632,0.5129272,0.8872497,0.6427509,0.38761327,0.8571358,0.31941247,0.4955554,0.9992742,0.6921199,0.49572054,0.99917394,0.42246014,0.73174316,0.9981451,0.7061667,0.72239536,0.9981224,0.4621724,0.9571,0.9787244,0.7257249,0.938123,0.9798599
9,0,0,0.105050385,0,0,0.028995315,0,0,0.029141128,0.37833267,0.075644255,0.80412793,0.6337312,0.07894654,0.8264704,0.23224816,0.17999005,0.99435776,0.78632027,0.19099382,0.9939015,0.1135632,0.36974218,0.969132,0.9326284,0.35428515,0.9640897,0.0753071,0.5131784,0.88641286,0.6557676,0.3766549,0.88706225,0.32473245,0.49862537,0.9990171,0.6914898,0.503751,0.9990451,0.4091568,0.7368009,0.9967583,0.69758636,0.7459257,0.9971578,0.44446218,0.9631713,0.95402944,0.70593154,0.9719375,0.9591637
