frame,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16
0,0.918731,0.42411828,0.6492226,0.9397303,0.39416614,0.7479706,0.91803825,0.36667436,0.34244338,0.9820175,0.40148848,0.5421369,0,0,0.050253198,0.93401885,0.48323452,0.6145879,0.8854193,0.3383385,0.4380433,0.86790913,0.5353648,0.31855375,0.81431395,0.27598915,0.20495635,0.9222567,0.49223247,0.34614846,0,0,0.12831944,0.6662579,0.53111035,0.8706732,0.63233835,0.35943875,0.79605,0.35657477,0.6126888,0.915028,0.3526197,0.49997455,0.8592612,0.12891293,0.7351556,0.89301324,0.12835339,0.67275405,0.8385861
1,0.87937933,0.25442812,0.48161665,0.9002804,0.20358106,0.66665626,0,0,0.13492216,0.95843476,0.181167,0.5846149,0,0,0.018022327,0.93347025,0.2669951,0.61633855,0.8654181,0.17045343,0.45250744,0.86482006,0.44288927,0.38356486,0.8191782,0.21939701,0.26560047,0.8796728,0.52649426,0.4203696,0,0,0.17469911,0.6829021,0.4165314,0.9445684,0.6353924,0.25080037,0.91344774,0.3623181,0.6047684,0.9692258,0.3506969,0.50292265,0.95250624,0.11920261,0.77866465,0.95273364,0.120084316,0.7303312,0.93481386
2,0.8885068,0.46227065,0.5956382,0.9143916,0.42939824,0.7559155,0.89028114,0.40193266,0.21347713,0.97099125,0.4144134,0.68629503,0,0,0.026071422,0.92279845,0.45650783,0.74076396,0.86910826,0.35471886,0.55149317,0.852184,0.54936737,0.43790647,0.8001495,0.38632047,0.28069696,0.9179327,0.56355953,0.42805445,0,0,0.16018504,0.6536173,0.56423575,0.9673231,0.61417645,0.41573715,0.9426115,0.33283263,0.6837927,0.9814007,0.32430822,0.60289615,0.9688488,0.09401199,0.77834535,0.9703287,0.09966254,0.76088864,0.95576596
3,0,0,0.06780709,0,0,0.14414676,0,0,0.007404742,0.8149511,0.057117242,0.31815156,0,0,0.0021554066,0.86476165,0.16637774,0.25327098,0,0,0.17098068,0.8479198,0.2941441,0.28224096,0.75540006,0.11592248,0.23233753,0.7843317,0.2665906,0.372997,0,0,0.19456281,0.6999534,0.5005012,0.8946711,0.65799206,0.3653095,0.8732815,0.3635083,0.62528896,0.9443708,0.34125653,0.5402297,0.931755,0.101984955,0.8366947,0.9190763,0.101772726,0.76072186,0.9065815
4,0.8840035,0.19184878,0.46756244,0.9059029,0.13338116,0.63203245,0,0,0.17688888,0.9570333,0.1338631,0.45279673,0,0,0.024478152,0.91940004,0.27082172,0.4725767,0.8520259,0.14383984,0.31122476,0.85272765,0.50427574,0.2203032,0,0,0.15176539,0.88834023,0.5700022,0.2508863,0,0,0.095166236,0.65012306,0.46238238,0.87607,0.60276943,0.28477776,0.81096554,0.34325793,0.5843135,0.94107836,0.33673385,0.4864184,0.9103625,0.098866194,0.7234108,0.9381515,0.09776874,0.67821085,0.91233003
5,0.90771115,0.34551102,0.58264863,0.932056,0.30225185,0.6502055,0.9008803,0.27359065,0.3000662,0.9729454,0.28119376,0.43837008,0,0,0.058717676,0.9155941,0.36305916,0.6935607,0.8437355,0.22968033,0.52695274,0.8447233,0.53176254,0.41107884,0.81773907,0.2548425,0.2837403,0.8784988,0.55518025,0.39451075,0,0,0.15197054,0.6208617,0.5094486,0.9504514,0.5705197,0.34190428,0.91339654,0.32019904,0.7292436,0.96234894,0.3037622,0.603518,0.9342319,0.10026518,0.79091716,0.94050395,0.09988388,0.7169289,0.9058963
6,0.8979862,0.46691573,0.79570585,0.92231774,0.44935396,0.81995445,0.8988888,0.4134164,0.55815196,0.9586337,0.44690123,0.5992327,0,0,0.10243491,0.8960228,0.50973517,0.8600701,0.830628,0.3960112,0.7624538,0.82169193,0.63675433,0.5821273,0.7490382,0.46393445,0.47764435,0.88466007,0.7123088,0.5474471,0.8187616,0.46887726,0.2990102,0.6225179,0.6135026,0.97896135,0.5773006,0.4845914,0.9639399,0.35158575,0.71108884,0.984831,0.3374668,0.6409488,0.9754262,0.10820568,0.8008105,0.97429526,0.11471261,0.7947251,0.96053755
7,0.89873135,0.49802038,0.82263756,0.9222955,0.47916386,0.85434884,0.9004123,0.4434187,0.59226274,0.9605479,0.4668837,0.66286564,0,0,0.11823795,0.9040249,0.5305873,0.8658887,0.8451379,0.3996986,0.79615355,0.83504623,0.6657158,0.55071205,0.7691496,0.46464458,0.48148584,0.8560899,0.7022787,0.49759182,0.7977178,0.4786654,0.27587786,0.61392456,0.6609918,0.9781797,0.57328844,0.5026855,0.96615726,0.31875646,0.73527503,0.9839521,0.30228043,0.6366167,0.97599864,0.07659656,0.8164812,0.9741363,0.08334216,0.7922001,0.9625199
8,0.8995443,0.3018968,0.60494345,0.9242078,0.25744414,0.68870515,0.8908644,0.23549321,0.299788,0.97004294,0.25884196,0.44208774,0,0,0.04359543,0.9272302,0.36765334,0.6287246,0.8436815,0.27906817,0.511782,0.8586963,0.5399753,0.34848794,0.78452176,0.3355919,0.2790844,0.8753284,0.6532352,0.37337536,0,0,0.17235887,0.64947224,0.54966974,0.9417576,0.592713,0.40443859,0.9105513,0.34193042,0.71520346,0.96392673,0.31762064,0.6162628,0.9442557,0.08989431,0.80621755,0.95072424,0.09062749,0.7442766,0.9283673
9,0.9127469,0.42167568,0.74681437,0.9411246,0.3912573,0.8271233,0.907523,0.36681956,0.39397663,0.9926163,0.3922936,0.6062394,0,0,0.04502687,0.93836504,0.473623,0.7491258,0.853863,0.35456637,0.6150112,0.8515581,0.6011505,0.47206253,0.79028136,0.3370688,0.33503807,0.84718484,0.5820763,0.47504258,0,0,0.18567792,0.6318959,0.61270034,0.9589715,0.5736792,0.47041777,0.9325584,0.29844597,0.76258045,0.9644088,0.2760368,0.66285515,0.93917197,0.0712282,0.8268889,0.9319458,0.071865715,0.779783,0.8959793
