frame,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16
0,0.42399326,0.13424526,0.99411434,0.46310705,0.10747395,0.9748062,0.38620666,0.10996664,0.984064,0.52165794,0.11561526,0.7268146,0.3320964,0.118934266,0.852086,0.6097602,0.22957565,0.99181056,0.21146764,0.2419758,0.9968442,0.7648004,0.3771585,0.9735725,0.03997411,0.40633848,0.99103266,0.8115259,0.46898124,0.96842724,0.14578518,0.4710771,0.9869245,0.5933589,0.532531,0.99458474,0.30930188,0.54959255,0.9963935,0.7783761,0.64191425,0.97879225,0.2475338,0.68274784,0.9871098,0.8434614,0.92375857,0.8437782,0.21294504,0.97708654,0.8823866
1,0.41721594,0.1265448,0.9940712,0.45697257,0.10075958,0.97564155,0.38009238,0.10285646,0.98377454,0.51505435,0.11543648,0.75015134,0.32499138,0.11736084,0.849637,0.6036747,0.2335297,0.99281055,0.20890167,0.2432393,0.9968658,0.76616395,0.37856686,0.97616845,0.044646375,0.4015,0.9906787,0.79856,0.45824525,0.9698454,0.1444898,0.46348757,0.9860633,0.59468883,0.52772826,0.9953591,0.31231046,0.54347676,0.9967499,0.7735685,0.65006304,0.9807843,0.24337788,0.6884801,0.9876481,0.85440683,0.9259423,0.84812915,0.22727878,0.9766852,0.8823383
2,0.4192206,0.12235448,0.9940293,0.45733187,0.09574275,0.9755519,0.38076186,0.09961622,0.9835496,0.51477194,0.1100061,0.7566989,0.3257123,0.116345055,0.85174215,0.6085437,0.2299251,0.993321,0.21232457,0.24346603,0.9971072,0.766513,0.3809132,0.9772001,0.04466383,0.40394336,0.99112624,0.7952136,0.46687967,0.97012264,0.14018856,0.4615562,0.98619926,0.600659,0.52508557,0.99602807,0.31753853,0.5420777,0.9972318,0.77097315,0.6594149,0.9832428,0.24407803,0.6979579,0.98919684,0.860043,0.930299,0.86192125,0.23072957,0.97724646,0.8934439
3,0.41992137,0.12328857,0.99393106,0.45998225,0.09675245,0.976551,0.38149294,0.10004711,0.98252434,0.52018183,0.111670226,0.7690944,0.32690883,0.116437286,0.83739275,0.6126446,0.23251075,0.99328035,0.21131623,0.24325834,0.99671197,0.7704682,0.38387126,0.97776073,0.043009322,0.40361407,0.98975146,0.7952807,0.46372506,0.9714533,0.14850499,0.4610714,0.98494464,0.6010096,0.5302591,0.99566394,0.3144111,0.54616004,0.9967765,0.7710062,0.6522633,0.98293996,0.2412058,0.6897764,0.9882911,0.86039716,0.9315157,0.8644741,0.23661003,0.9783749,0.891666
4,0.42738995,0.11801486,0.993922,0.46804628,0.09256028,0.9765866,0.38996497,0.095017225,0.9824917,0.5277657,0.11092341,0.7675645,0.3359858,0.1136143,0.83828187,0.6141887,0.23306443,0.99312407,0.21747972,0.24354465,0.99664825,0.76685053,0.3797884,0.97773814,0.046789445,0.40307903,0.9895807,0.80158424,0.46825254,0.9715575,0.15132602,0.4687041,0.9848925,0.59969616,0.52873075,0.9954464,0.31601346,0.5448841,0.99659425,0.7740629,0.64510095,0.9816883,0.2431712,0.68393403,0.98735785,0.8572505,0.92298096,0.85699743,0.22936633,0.9726257,0.88466847
5,0.4347105,0.119133554,0.9935834,0.47221503,0.093883835,0.9748257,0.39830917,0.09570956,0.98275775,0.52372134,0.110622555,0.75552326,0.34045032,0.11229763,0.85705805,0.6143758,0.23065652,0.99334335,0.21374471,0.2430761,0.9964831,0.78008217,0.37671,0.97603273,0.047978643,0.4033138,0.98777556,0.8020456,0.46699956,0.9665578,0.14904861,0.4630035,0.9810796,0.6006703,0.523768,0.99533206,0.31661108,0.5403316,0.9963242,0.77911764,0.6617122,0.97462666,0.24650426,0.69971484,0.98150176,0.8635648,0.93909484,0.7875034,0.23051381,0.98595333,0.8198683
6,0.43929374,0.12452822,0.99406695,0.47921076,0.09925009,0.9738374,0.40260828,0.10088211,0.9849375,0.5323941,0.11509747,0.71927345,0.34178686,0.115298346,0.8686754,0.61155695,0.2334042,0.99228865,0.21428141,0.2440224,0.9971551,0.7645568,0.3797837,0.97405326,0.043651793,0.40358815,0.9912463,0.79567343,0.46965972,0.9668794,0.13774328,0.46303502,0.986305,0.59959126,0.52561116,0.9954541,0.31565818,0.5425558,0.9969945,0.76928824,0.65745866,0.98120797,0.23639266,0.6984283,0.9883364,0.86295164,0.9274677,0.8516255,0.23303144,0.9805967,0.88679117
7,0.4364378,0.12171574,0.9940501,0.47581938,0.09647933,0.9745172,0.40020543,0.098112345,0.98417985,0.52912503,0.11252367,0.7312519,0.3414542,0.11305272,0.85811675,0.6128127,0.23277225,0.99261606,0.21531199,0.2418958,0.99695766,0.77004683,0.38584256,0.9757968,0.046961445,0.4041796,0.99074113,0.7936687,0.47520113,0.96906406,0.1376142,0.4646888,0.98580754,0.59644085,0.5281042,0.99530077,0.3120069,0.5436401,0.9967338,0.7684132,0.6550164,0.98009056,0.23261857,0.6937299,0.98705184,0.8605606,0.92947024,0.8414378,0.22408035,0.980063,0.8755682
8,0.4320819,0.12265381,0.9938963,0.47240135,0.098075464,0.974534,0.3964188,0.09867073,0.983642,0.52653843,0.11481671,0.74513143,0.33830473,0.11299011,0.860021,0.60964227,0.23478469,0.9935807,0.2085127,0.24120489,0.9971662,0.767314,0.38636145,0.97799623,0.043690853,0.4021634,0.9909503,0.7921147,0.47386074,0.97043186,0.14824027,0.45977536,0.98574626,0.5889031,0.5288909,0.9964561,0.30231324,0.5432046,0.9974504,0.7712008,0.65908116,0.98575145,0.23392321,0.69372743,0.99058,0.85614634,0.9291818,0.88589567,0.22754587,0.9744931,0.9108962
9,0.4317586,0.123161025,0.993993,0.47209522,0.09796834,0.97458434,0.39484608,0.099299215,0.9843651,0.5276765,0.11417554,0.7387733,0.33656406,0.11401618,0.86240727,0.6137975,0.23437501,0.9924958,0.2107572,0.24162816,0.99702793,0.7712445,0.38502285,0.97436416,0.04467868,0.4033318,0.99083614,0.7918269,0.4688767,0.96749777,0.14981662,0.46772432,0.9858656,0.5966761,0.53126526,0.9951739,0.30892044,0.54568374,0.9967321,0.7701441,0.6592693,0.97925836,0.23424198,0.6953313,0.98697144,0.85189384,0.93061626,0.8368012,0.2250906,0.9785111,0.8746013
