frame,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16
0,0.47419074,0.09488312,0.9874635,0.53113025,0.07528808,0.955571,0.41378272,0.07758329,0.96265894,0.61862105,0.08406581,0.7790314,0.3304,0.088260375,0.8237126,0.7693941,0.19674157,0.99661726,0.18933974,0.212188,0.9970772,0.8906574,0.34524572,0.98159504,0.07484924,0.34724683,0.98637044,0.90842205,0.49041218,0.9660388,0.32245302,0.35209912,0.97571385,0.7278372,0.49273288,0.9989581,0.3533475,0.5036198,0.99906164,0.7543297,0.71057653,0.99693966,0.354341,0.7189429,0.9974632,0.7010226,0.92126155,0.9772585,0.41009676,0.91261834,0.98057884
1,0.46508768,0.09276562,0.9871193,0.5228922,0.07259379,0.9592388,0.40455273,0.07568316,0.95926976,0.61456865,0.08130723,0.80447525,0.3255116,0.08712438,0.800368,0.764239,0.1943499,0.99683607,0.18615739,0.21104373,0.99663603,0.8720326,0.34456277,0.9838922,0.073661305,0.34354597,0.9840597,0.8891262,0.49654385,0.96850586,0.33429813,0.3495536,0.9719586,0.7269769,0.4922631,0.99903095,0.34824046,0.5048094,0.99902403,0.77778316,0.70569533,0.9969562,0.33177543,0.71882457,0.99718946,0.75340116,0.9069245,0.97731334,0.382268,0.9042065,0.97914803
2,0.43027622,0.08848252,0.98666036,0.48827106,0.06850037,0.9622295,0.38021997,0.0708076,0.95340866,0.57787514,0.08068292,0.8102383,0.31568936,0.08298491,0.7441481,0.7126386,0.19159986,0.9964993,0.1787792,0.20358908,0.9932225,0.816637,0.33612838,0.9841393,0.0811616,0.33839944,0.96858203,0.8516626,0.48899302,0.96553427,0.34768394,0.370306,0.9506134,0.6806635,0.48617953,0.99838006,0.3106135,0.49715018,0.99789536,0.78425425,0.7005247,0.9944172,0.27142045,0.7086124,0.9933043,0.85536796,0.9129516,0.95716745,0.33004338,0.90243095,0.9534727
3,0.5023273,0.08825551,0.9879177,0.5586235,0.068548195,0.960757,0.44417953,0.07132177,0.96419984,0.6480691,0.081125036,0.79076576,0.36914718,0.085552245,0.8081445,0.7886235,0.19757363,0.9961707,0.22640125,0.20712715,0.9961123,0.8813753,0.34986225,0.98061955,0.10654699,0.34616426,0.9822902,0.90179884,0.4984124,0.9602251,0.37040144,0.38953754,0.9665138,0.7300573,0.4919472,0.9988059,0.34725648,0.49989417,0.9988373,0.79092675,0.7120727,0.99551183,0.2590933,0.7183535,0.99593085,0.80307454,0.9146485,0.96512234,0.2506401,0.9053748,0.967923
4,0.53426504,0.08927714,0.98862505,0.58471805,0.0707044,0.96448517,0.4775684,0.07219203,0.9660872,0.66531456,0.08230199,0.8017226,0.399655,0.08588705,0.7982882,0.78818667,0.20045865,0.9963392,0.28407994,0.20376949,0.99645114,0.8911776,0.34623736,0.98042893,0.1321726,0.3373873,0.9820402,0.9264377,0.49252945,0.9598938,0.22481704,0.4291461,0.9643618,0.7025905,0.49456534,0.99914587,0.36916086,0.495293,0.9991646,0.70868117,0.71419334,0.9973808,0.2666005,0.70817006,0.997589,0.67806226,0.9183374,0.9814957,0.207347,0.8998572,0.98286414
5,0.51114136,0.09132701,0.9895223,0.56878936,0.07360241,0.965313,0.4562816,0.07287626,0.96516764,0.65674245,0.0844738,0.82200056,0.37789717,0.08323741,0.7992023,0.7778817,0.20440234,0.9973519,0.24973164,0.20414132,0.9974865,0.8920836,0.35307366,0.9863359,0.0945191,0.34568986,0.9873089,0.92788506,0.50405383,0.9725576,0.13506621,0.461879,0.97481954,0.67001903,0.5023215,0.9993538,0.3283653,0.500515,0.9993693,0.6754422,0.72385764,0.9977592,0.2601409,0.7120796,0.99795216,0.6356862,0.92134494,0.9821114,0.2324274,0.901005,0.98364496
6,0.52862215,0.08942494,0.98989224,0.58940494,0.07161653,0.964169,0.47916535,0.07035203,0.9674558,0.6804983,0.08172465,0.81237596,0.40996003,0.07890064,0.8035294,0.7891515,0.19826448,0.9969445,0.29343098,0.19806522,0.996956,0.91107917,0.34748492,0.98106706,0.12781459,0.3444331,0.98356265,0.9263316,0.49480262,0.96147746,0.058302324,0.48269266,0.96709275,0.6629878,0.49323192,0.99883646,0.35103142,0.49202827,0.9989188,0.6658707,0.7157643,0.99564266,0.36424303,0.70734185,0.9961738,0.6286913,0.9203127,0.96715206,0.39955226,0.911124,0.97076327
7,0.567796,0.08809864,0.9896073,0.62366956,0.07106157,0.957569,0.51842576,0.070808545,0.9709556,0.7030385,0.08253602,0.7711684,0.44385806,0.08189531,0.840319,0.80461013,0.19947945,0.9960336,0.3287163,0.2044571,0.99750334,0.908627,0.34310254,0.97508484,0.16178884,0.3501806,0.98737293,0.9236381,0.49373913,0.95604616,0.08752203,0.48686197,0.97498566,0.696145,0.4970667,0.9985959,0.40007877,0.49783438,0.9989519,0.66841567,0.7248659,0.9958947,0.41562584,0.7170089,0.9970504,0.63567156,0.9226221,0.97032845,0.46805698,0.911106,0.976911
8,0.5715647,0.086587936,0.98955524,0.6288485,0.069640264,0.9561682,0.5172496,0.06991097,0.97448355,0.7089388,0.080598414,0.7611236,0.4347899,0.08234961,0.86847806,0.8088792,0.1988477,0.995413,0.3184405,0.20710991,0.9983004,0.9227592,0.34308466,0.96954477,0.17013745,0.354882,0.991137,0.925581,0.49809662,0.95204777,0.08175392,0.49034166,0.98093045,0.68803424,0.49759606,0.9989221,0.38552716,0.49914536,0.99933606,0.6772562,0.72098845,0.9972996,0.42340225,0.7145644,0.9984352,0.6469111,0.91938287,0.9829426,0.48669866,0.91257596,0.98847175
9,0.56482065,0.08528962,0.98921776,0.6224813,0.068114325,0.95596474,0.5124613,0.06809113,0.9709924,0.7015275,0.08049441,0.7542589,0.42931074,0.080341674,0.83938307,0.8034017,0.19746663,0.9956234,0.3145389,0.20451507,0.9970975,0.9179274,0.33940014,0.9721862,0.16385002,0.35046786,0.98518187,0.9169357,0.48522776,0.95151603,0.08863007,0.48089704,0.9715091,0.69343597,0.49389705,0.99849164,0.3867935,0.49564835,0.99884987,0.67095447,0.7183485,0.9961371,0.4063095,0.71331215,0.99717593,0.6450745,0.9191706,0.9742365,0.4647213,0.91167086,0.97967726
10,0.5191668,0.084050216,0.98931366,0.57932144,0.065847844,0.958375,0.46394986,0.06779569,0.9694891,0.67242277,0.07690936,0.78473586,0.391157,0.08138225,0.82937247,0.7940794,0.19450384,0.9960419,0.2852775,0.20649861,0.9973773,0.9092049,0.33892047,0.97468954,0.12835851,0.35660866,0.9867378,0.9116901,0.4866555,0.9554864,0.06442298,0.48772874,0.97390944,0.68310905,0.4927698,0.9986216,0.36512592,0.49670187,0.99896157,0.6535076,0.7153529,0.9962406,0.3893701,0.713885,0.9973067,0.6298585,0.9098759,0.97394377,0.45653012,0.9058956,0.9797863
11,0.52098596,0.08342631,0.9893455,0.57909083,0.06574023,0.9572047,0.46760342,0.06654693,0.969385,0.6649204,0.077227354,0.7736069,0.39131343,0.07910654,0.8307382,0.77989954,0.19563495,0.9961228,0.28330103,0.20496956,0.99730116,0.90207505,0.33891279,0.9758331,0.13068746,0.35212,0.986604,0.9266684,0.4959925,0.9573666,0.06430367,0.490866,0.9742191,0.6781865,0.49743947,0.9986066,0.36901584,0.5006285,0.99892324,0.65651786,0.7230651,0.9959268,0.39638588,0.72051716,0.99700767,0.6214512,0.91773164,0.9706236,0.4487189,0.9127658,0.9767801
12,0.52701473,0.08594145,0.98956954,0.5860887,0.067792214,0.9593855,0.47393373,0.06783056,0.9706556,0.6733731,0.07843591,0.77989787,0.3991949,0.078787304,0.832727,0.7866004,0.19557096,0.9961622,0.29746148,0.20297085,0.99714714,0.9121237,0.33957186,0.973556,0.16078953,0.3512131,0.9846303,0.928492,0.4880712,0.94907284,0.07509457,0.49002618,0.9677665,0.685542,0.4950768,0.9985915,0.38002983,0.49737096,0.99888235,0.67949206,0.71839976,0.9951302,0.4095785,0.7138239,0.9963498,0.64581764,0.9180326,0.96664923,0.46426874,0.91283417,0.9731992
13,0.53139067,0.08731223,0.9891722,0.58735275,0.06967339,0.9552341,0.48078948,0.06978157,0.9698789,0.66666603,0.07968718,0.7625766,0.40564692,0.08008306,0.83852136,0.78052807,0.19433399,0.9961081,0.29728094,0.20336688,0.9973169,0.9084412,0.33713925,0.97389966,0.15480344,0.35132757,0.9860029,0.92877257,0.4890855,0.9499091,0.06077285,0.48572022,0.97025585,0.68599653,0.49571902,0.99856335,0.3850739,0.49867392,0.9988965,0.66935956,0.71737933,0.99487114,0.40573716,0.7129235,0.9962346,0.6454798,0.9192475,0.9641052,0.46958002,0.91244173,0.97148424
14,0.53723663,0.086526565,0.9892755,0.59345883,0.06892455,0.9567473,0.48497012,0.06909953,0.97112435,0.6758923,0.08032033,0.76576126,0.41076648,0.08112371,0.8424993,0.79213965,0.19668512,0.99582654,0.3007529,0.2042141,0.99713373,0.9161002,0.33973694,0.97083384,0.15431593,0.3531967,0.9846639,0.9275798,0.48527586,0.94434965,0.075861216,0.4909587,0.9673573,0.6851502,0.4931474,0.9983467,0.37830013,0.4952617,0.9987362,0.68490005,0.7162559,0.9941811,0.4151412,0.70947313,0.9957801,0.64942664,0.91859305,0.96019775,0.46655694,0.9087229,0.96864825
15,0.538369,0.085516796,0.98898274,0.5923076,0.06805419,0.95463645,0.48806754,0.068066224,0.9711194,0.6695292,0.07884619,0.7556362,0.41448915,0.079081826,0.84684074,0.7851646,0.19645777,0.9956846,0.30622435,0.20193437,0.99715865,0.91109115,0.34725204,0.96888465,0.16260664,0.3537696,0.98462415,0.91908574,0.4997421,0.93949866,0.077304,0.49497935,0.9663421,0.6859042,0.49494827,0.9983492,0.38732922,0.4963652,0.998769,0.68135566,0.72169954,0.99431854,0.42404273,0.7148166,0.9959798,0.6516256,0.9237086,0.96210206,0.47658744,0.9141291,0.9706213
16,0.5240212,0.087810986,0.98930955,0.582739,0.06978151,0.95801276,0.47033495,0.07041092,0.96922404,0.66921115,0.08107886,0.7727525,0.39274913,0.082486466,0.8255518,0.7805254,0.19917093,0.9960699,0.2890363,0.20806701,0.9970548,0.9043935,0.3448668,0.97520316,0.13901113,0.3580635,0.9850759,0.92684996,0.49473283,0.9559842,0.07438822,0.49060756,0.97191745,0.6859633,0.49661723,0.99859923,0.3789937,0.50005716,0.99888164,0.67020124,0.7197174,0.99631196,0.41155228,0.7183812,0.99720865,0.6370787,0.91972786,0.9744959,0.4659995,0.91685617,0.9794866
17,0.527287,0.08670078,0.9890325,0.5825144,0.06901282,0.95648545,0.47646025,0.06909074,0.9693363,0.6632103,0.08022292,0.7715067,0.40419436,0.0807735,0.8341716,0.7825767,0.19776529,0.9961094,0.30008605,0.20578288,0.99712557,0.90785944,0.34570777,0.97282964,0.15707918,0.36032438,0.98432124,0.9192404,0.4884775,0.94634175,0.06592372,0.49645352,0.9662715,0.6900508,0.49621695,0.9984825,0.38927117,0.49828893,0.99880195,0.6729345,0.7212295,0.99469167,0.41134125,0.7140598,0.9960012,0.64385295,0.9231629,0.9632404,0.4682034,0.9126324,0.9704
18,0.51802546,0.08551222,0.9884348,0.57522213,0.06785892,0.9562227,0.46595415,0.068626836,0.96615434,0.6601874,0.07906797,0.77509815,0.3914986,0.08095837,0.8142718,0.77722776,0.19482307,0.99598676,0.28736115,0.20601898,0.99675214,0.89707595,0.33661166,0.97534263,0.14009774,0.3561611,0.9835005,0.9114761,0.49010113,0.95529544,0.07457777,0.4926283,0.96912843,0.6894225,0.49342307,0.99852645,0.38221702,0.4973384,0.9987779,0.6768669,0.7190127,0.9960788,0.4143259,0.71500784,0.9969036,0.6563635,0.9202164,0.97297186,0.4788446,0.9114106,0.97773665
19,0.5192981,0.086955525,0.98850703,0.5765109,0.06884233,0.95798194,0.46846178,0.06930005,0.9658345,0.66219807,0.07808266,0.7866434,0.39873224,0.07968657,0.8104483,0.7853394,0.19190341,0.99622166,0.2915836,0.2040207,0.9965322,0.9172584,0.33436668,0.9749967,0.14664075,0.3565182,0.9810059,0.9275446,0.48956966,0.94969976,0.064429745,0.49777898,0.9613311,0.68409395,0.49410015,0.9984534,0.37604803,0.49838403,0.99864036,0.6848368,0.71686095,0.9945754,0.41521776,0.71420264,0.9954922,0.6513255,0.92008024,0.9624804,0.4710266,0.91458833,0.9677517
