frame,x0,y0,c0,x1,y1,c1,x2,y2,c2,x3,y3,c3,x4,y4,c4,x5,y5,c5,x6,y6,c6,x7,y7,c7,x8,y8,c8,x9,y9,c9,x10,y10,c10,x11,y11,c11,x12,y12,c12,x13,y13,c13,x14,y14,c14,x15,y15,c15,x16,y16,c16
0,0.66196483,0.12340505,0.95759666,0.7243764,0.10467847,0.700012,0.59585196,0.1027565,0.9753739,0.6488413,0.09527686,0.25764674,0.36783573,0.09208266,0.96124583,0.47716224,0.18662488,0.9222582,0.20461395,0.18624833,0.9932051,0.3454205,0.33787063,0.48821443,0.16381964,0.33554277,0.9693375,0.6682579,0.4429866,0.46661788,0.6471344,0.45450687,0.92078567,0.4363453,0.47717404,0.9748087,0.2531973,0.4831426,0.99256,0.33359426,0.6854672,0.967694,0.20561956,0.7040697,0.9901991,0.23064718,0.8757744,0.9218853,0.19159791,0.90895236,0.96091694
1,0.6461818,0.11442191,0.9570376,0.70722514,0.095684126,0.70586133,0.5761271,0.09445915,0.9760177,0.6311792,0.09169418,0.26472008,0.34557825,0.09026201,0.96215236,0.46370924,0.1898672,0.91720897,0.20261273,0.18923181,0.99261075,0.3386145,0.3422558,0.44844833,0.1671625,0.33591375,0.9646601,0.67389244,0.44647214,0.4235454,0.65646935,0.45272866,0.90852994,0.43621063,0.4745872,0.97247046,0.25983307,0.480149,0.9918818,0.33326304,0.6798403,0.9683604,0.21488884,0.69756293,0.99049157,0.2164763,0.8735512,0.9287012,0.17485024,0.9044714,0.9647502
2,0.6165104,0.10345504,0.96148527,0.6780364,0.08377915,0.7383444,0.53427756,0.08531381,0.9774475,0.6239815,0.08690106,0.30594262,0.31595558,0.09221046,0.9628903,0.47595412,0.19495906,0.928751,0.2114086,0.1984863,0.99383223,0.3257936,0.3460029,0.48138493,0.17962039,0.3426143,0.969914,0.64893454,0.45011172,0.45097744,0.6537159,0.4572609,0.9198207,0.44311583,0.4774565,0.9775139,0.26169363,0.48444036,0.9935296,0.3502302,0.6820825,0.97307885,0.23963694,0.7001998,0.992191,0.23627561,0.8757287,0.9363335,0.17705865,0.9039979,0.9694948
3,0.59101427,0.09554168,0.9631826,0.6586371,0.07582314,0.7638089,0.5044587,0.0780473,0.9772181,0.62279963,0.08115182,0.340765,0.2974482,0.08763394,0.9593136,0.4895961,0.19285113,0.92897016,0.20448026,0.19738467,0.9937447,0.33233175,0.34482768,0.48723987,0.17504524,0.34245875,0.96973586,0.63898844,0.45046553,0.45460322,0.63721526,0.45772785,0.91958,0.45295155,0.47854495,0.9761969,0.25772902,0.485963,0.99315405,0.35122174,0.6855052,0.9693189,0.23707838,0.7051623,0.9911602,0.24293464,0.87628233,0.9252398,0.17907529,0.90734017,0.96433973
4,0.6079082,0.093252815,0.9654678,0.6759159,0.073294275,0.77957344,0.51370263,0.07620952,0.9786629,0.6375661,0.079604916,0.35802162,0.29536486,0.08825258,0.9609172,0.5018749,0.1918305,0.9315279,0.21782354,0.19910139,0.99362636,0.32536396,0.3397474,0.48473674,0.18843329,0.3436077,0.9672711,0.6405653,0.44616157,0.44881043,0.6523336,0.46552384,0.9136256,0.4777954,0.4755036,0.9746729,0.28368595,0.48333836,0.992525,0.3614557,0.68417996,0.96797717,0.26313692,0.7015948,0.9904867,0.2465107,0.87936497,0.9223458,0.19579075,0.9049222,0.96231383
5,0.61727166,0.09174976,0.96677977,0.6909421,0.07040262,0.80671906,0.5152016,0.07503423,0.9787401,0.66916686,0.07371921,0.3548764,0.28649044,0.08514128,0.95059896,0.5354838,0.18715398,0.90540546,0.20746455,0.19646369,0.99018925,0.3651811,0.33265877,0.4360865,0.14807478,0.3369446,0.95321417,0.63675493,0.45343992,0.43301076,0.60545826,0.47318488,0.89879256,0.49952075,0.4733247,0.95285946,0.2769458,0.48255345,0.9852985,0.35205486,0.6870029,0.9482358,0.24767126,0.71180123,0.98364455,0.28324246,0.8813399,0.8781333,0.18813244,0.91672695,0.9374377
6,0.66182745,0.09219591,0.9633229,0.7386675,0.07113861,0.78306186,0.5533333,0.074857295,0.97898304,0.6956464,0.07597688,0.35059583,0.30507773,0.08687562,0.95913726,0.5455816,0.18801227,0.9103865,0.24024966,0.20125861,0.9913249,0.35103375,0.34121928,0.3899538,0.21262902,0.35356322,0.9518987,0.67692244,0.45855302,0.35079825,0.6154276,0.47730282,0.8749976,0.5214162,0.4758338,0.9629077,0.31366763,0.48558712,0.98895735,0.38989538,0.6831864,0.95978695,0.28694218,0.70415294,0.98795575,0.26983443,0.87767726,0.91692185,0.21630926,0.9080861,0.9594192
7,0.69209254,0.09171464,0.96207744,0.7742119,0.071539134,0.7895522,0.5798651,0.074952245,0.9782804,0.736313,0.077589646,0.34999844,0.3221812,0.08725538,0.9553757,0.5897634,0.18761495,0.89671624,0.2600915,0.20084132,0.9895719,0.3984817,0.33355087,0.35366857,0.24183449,0.34840673,0.9411699,0.70096475,0.4583173,0.31526017,0.5973197,0.485552,0.8509496,0.56168216,0.4730392,0.95335716,0.34069052,0.48181883,0.9858509,0.37961784,0.68184286,0.95081747,0.28489804,0.70065236,0.984916,0.26586393,0.87559676,0.9036723,0.23593123,0.90367824,0.9522333
8,0.6998696,0.09106386,0.9680076,0.77855146,0.07188073,0.830884,0.5855053,0.07582333,0.9806302,0.7675945,0.07808487,0.3049679,0.3327016,0.08769889,0.94363344,0.6328316,0.1897707,0.83479726,0.24060513,0.1999434,0.9885097,0.52715445,0.33184105,0.3164173,0.21386532,0.33934122,0.94817173,0.73966575,0.46371666,0.3567034,0.52965355,0.48764122,0.8942087,0.578036,0.46606165,0.92713845,0.31296378,0.47566155,0.9802548,0.41213706,0.6790639,0.94627833,0.2860502,0.70787215,0.9852396,0.4095342,0.8723196,0.90388364,0.25544035,0.91809505,0.95574766
9,0.69777125,0.09056472,0.9686937,0.7786074,0.07135757,0.83537704,0.5833188,0.07485957,0.9804294,0.7697909,0.077581674,0.318759,0.3331856,0.08644906,0.94280124,0.63429445,0.19073926,0.84299266,0.24090251,0.2006146,0.98889506,0.50852495,0.335833,0.3313309,0.20453379,0.3441571,0.9494432,0.7165035,0.46669832,0.37158972,0.5153797,0.4920443,0.8973669,0.58266234,0.47001728,0.9261827,0.31964123,0.47929674,0.97971934,0.41067216,0.6823677,0.94227755,0.30061597,0.7101439,0.98385644,0.37648875,0.87353367,0.8928258,0.25763965,0.9183547,0.9498924
10,0.7043826,0.09221107,0.9650391,0.78116465,0.071505584,0.81697804,0.58483845,0.0764774,0.9805597,0.76186043,0.07389713,0.3046899,0.32279328,0.08650446,0.94981116,0.6111749,0.18420231,0.8266436,0.25587898,0.19841045,0.9878279,0.4375967,0.32593143,0.2687578,0.22725247,0.33796242,0.9370586,0.6712175,0.46595865,0.28864947,0.4964082,0.49056223,0.86347973,0.58560926,0.47508234,0.92157084,0.34620813,0.48544657,0.9786251,0.389137,0.6860786,0.93535846,0.28944492,0.7129237,0.98185307,0.38350996,0.8766153,0.886494,0.2627052,0.9175282,0.9465158
11,0.69870996,0.09215853,0.9686882,0.77712715,0.07329413,0.8339461,0.5863935,0.07708664,0.9801444,0.7693064,0.07954667,0.31729254,0.3407572,0.0888727,0.9424209,0.6395229,0.1912076,0.8503472,0.24614775,0.20085324,0.9894846,0.5212592,0.33170742,0.3494379,0.20208485,0.3378167,0.95299435,0.70992625,0.46694097,0.38980556,0.49975073,0.49037248,0.9042309,0.5820441,0.46940714,0.93595093,0.31859607,0.47872183,0.9825387,0.42046866,0.6829746,0.9496351,0.3066018,0.7117031,0.9860497,0.40040246,0.87226754,0.90491754,0.26555452,0.91856277,0.9560058
12,0.7023159,0.09178334,0.96632653,0.7805012,0.07234196,0.8222153,0.58663076,0.07660954,0.97997737,0.75984794,0.07794718,0.30155984,0.3278092,0.08872344,0.94386643,0.61312836,0.18895108,0.8294373,0.24095276,0.20167851,0.98797965,0.48475718,0.32745382,0.30580267,0.1896757,0.3385171,0.9451419,0.6995811,0.46054658,0.34578156,0.484835,0.4890277,0.88910097,0.5762414,0.4687739,0.9246816,0.3260609,0.47975093,0.9795202,0.40726173,0.68127644,0.94486386,0.30195275,0.7138628,0.984749,0.39100656,0.8698573,0.9024024,0.2546569,0.92120796,0.9546575
13,0.69881105,0.09243615,0.9680544,0.77406013,0.07244322,0.8326185,0.5802905,0.07732697,0.98046404,0.7612432,0.07843406,0.31144568,0.32850993,0.09070733,0.943311,0.6283502,0.19205563,0.83326566,0.25056398,0.2041159,0.9881598,0.4896173,0.33365268,0.31188798,0.19320373,0.3431318,0.9451511,0.6997287,0.4642352,0.3532162,0.49147272,0.49080014,0.8902183,0.5849768,0.47006923,0.9199167,0.3333044,0.4801003,0.97796226,0.3897846,0.68122977,0.9402713,0.3029052,0.7093647,0.9831782,0.37362915,0.87482065,0.8925088,0.26092237,0.9174167,0.9495294
14,0.69926894,0.09339979,0.9679327,0.7757941,0.07362843,0.8258104,0.585142,0.07795822,0.98065925,0.7588513,0.07871711,0.3045198,0.33435267,0.089562505,0.9457055,0.619834,0.19154467,0.838446,0.24836719,0.20324384,0.98926055,0.48175853,0.33320865,0.31819496,0.1935016,0.3422386,0.9508293,0.69421846,0.4649466,0.36022532,0.50485986,0.4923388,0.8990204,0.5849636,0.47478348,0.9301981,0.33789366,0.4853099,0.9815145,0.39302328,0.6845035,0.9481756,0.30735976,0.7160037,0.9859833,0.361781,0.87291574,0.90643305,0.26399916,0.922462,0.9572247
15,0.7053267,0.095323846,0.96889323,0.7824691,0.07568334,0.8305315,0.5898828,0.07999803,0.9815227,0.76707804,0.08174458,0.301911,0.33416274,0.09264813,0.9466075,0.6285137,0.19482414,0.83736616,0.24124421,0.20727856,0.9892307,0.490595,0.3379574,0.314121,0.18499082,0.348472,0.95033133,0.7000859,0.4688868,0.35600552,0.5036181,0.49414468,0.8981758,0.5866446,0.4743731,0.92989045,0.32735077,0.48536968,0.9814331,0.41481,0.6819093,0.94885,0.30603606,0.7143118,0.9862148,0.37526727,0.8692017,0.90935767,0.25214392,0.9198536,0.95865685
16,0.72438604,0.09521088,0.9647443,0.7994311,0.07456482,0.79390395,0.6052069,0.0782004,0.9801271,0.7561066,0.07999112,0.3279723,0.3272425,0.0910597,0.95839775,0.6124389,0.19086486,0.90378207,0.27256396,0.20615822,0.99050397,0.41261166,0.34286344,0.36331525,0.23478828,0.35950068,0.94479054,0.69177777,0.4775674,0.32009113,0.517017,0.5000091,0.8589635,0.59507746,0.47431725,0.9624855,0.36736584,0.4836247,0.988771,0.44117975,0.6819003,0.9640827,0.32699636,0.7013547,0.9891923,0.2761259,0.8767528,0.93172383,0.20989539,0.90477234,0.9668423
17,0.71569806,0.09459036,0.9683916,0.7931207,0.073797524,0.81266207,0.6000946,0.07737714,0.98099154,0.7611049,0.07839584,0.31752235,0.3218556,0.08771215,0.95310384,0.6169779,0.19272111,0.89168787,0.25289693,0.20301302,0.9889874,0.46036315,0.34252998,0.37699535,0.21071893,0.34950787,0.9431518,0.70427257,0.47820204,0.37117314,0.5186524,0.500498,0.8777877,0.59337026,0.47804677,0.9458305,0.3505582,0.48609683,0.9833514,0.41085938,0.6892702,0.94886285,0.30209693,0.7112308,0.9840507,0.3070189,0.8815684,0.8934533,0.21861987,0.91457814,0.9462511
